area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,Make,69,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<ShaderPaint> Make(sk_sp<Shader>);,
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onDraw,15,no,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkPaint&) const override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onContains,15,no,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,bool onContains(const SkPoint&) const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onRevalidate,15,no,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onAsPath,15,no,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath() const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onDraw,59,no,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkPaint&) const override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onContains,59,no,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,bool onContains(const SkPoint&) const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onRevalidate,59,no,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onAsPath,59,no,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath() const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,Shader,~Shader,22,no,false_positive,GrDirectContext_precompileShader|SkBitmap_makeShader|SkBitmap_makeShader_withOptionalLocalMatrix|SkBitmap_makeShader_withTileModesLocalMatrix|SkBitmap_makeShader_withTileModesOptionalLocalMatrix|SkCanvas_clipShader|SkGradientShader_MakeLinear|SkGradientShader_MakeLinear4fWithFlags,false_positive,P0,Phase 10,coverage_polish,~Shader() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,Shader,getShader,22,no,missing,GrDirectContext_precompileShader|SkBitmap_makeShader|SkBitmap_makeShader_withOptionalLocalMatrix|SkBitmap_makeShader_withTileModesLocalMatrix|SkBitmap_makeShader_withTileModesOptionalLocalMatrix|SkCanvas_clipShader|SkGradientShader_MakeLinear|SkGradientShader_MakeLinear4fWithFlags,real_gap,P3,Phase 9 optional,tracked,const sk_sp<SkShader>& getShader() const { SkASSERT(!this->hasInval()); return fShader; },
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,~ShaderEffect,45,no,false_positive,SkSG_ShaderEffect_Make,false_positive,P0,Phase 10,coverage_polish,~ShaderEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ShaderEffect,setShader,45,no,missing,SkSG_ShaderEffect_Make,real_gap,P3,Phase 9 optional,tracked,void setShader(sk_sp<Shader>);,
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,~ImageFilter,85,no,false_positive,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,false_positive,P0,Phase 10,coverage_polish,~ImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,getFilter,85,no,missing,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,real_gap,P3,Phase 9 optional,tracked,const sk_sp<SkImageFilter>& getFilter() const { SkASSERT(!this->hasInval()); return fFilter; },
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidate,85,no,false_positive,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) final;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidateFilter,85,no,false_positive,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,virtual sk_sp<SkImageFilter> onRevalidateFilter() = 0;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,~ImageFilterEffect,111,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ImageFilterEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,Make,111,yes,missing,,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<RenderNode> Make(sk_sp<RenderNode> child, sk_sp<ImageFilter> filter);",
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,onNodeAt,120,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,const RenderNode* onNodeAt(const SkPoint&) const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,onRevalidate,120,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,~ExternalImageFilter,140,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~ExternalImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,Make,140,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<ExternalImageFilter> Make() { return sk_sp<ExternalImageFilter>(new ExternalImageFilter()); },
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,onRevalidateFilter,140,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,sk_sp<SkImageFilter> onRevalidateFilter() override { return fImageFilter; },"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,DropShadowImageFilter,~DropShadowImageFilter,159,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~DropShadowImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,DropShadowImageFilter,Make,159,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<DropShadowImageFilter> Make();,
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlurImageFilter,~BlurImageFilter,187,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~BlurImageFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlurImageFilter,Make,187,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<BlurImageFilter> Make();,
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlenderEffect,~BlenderEffect,209,no,false_positive,SkSG_BlenderEffect_Make,false_positive,P0,Phase 10,coverage_polish,~BlenderEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlenderEffect,onNodeAt,209,no,false_positive,SkSG_BlenderEffect_Make,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,const RenderNode* onNodeAt(const SkPoint&) const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,LayerEffect,~LayerEffect,229,no,false_positive,SkSG_LayerEffect_Make,false_positive,P0,Phase 10,coverage_polish,~LayerEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,LayerEffect,onRender,229,no,false_positive,SkSG_LayerEffect_Make,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onRender(SkCanvas*, const RenderContext*) const override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGScene.h,Scene,~Scene,18,no,false_positive,SkSG_Scene_Make|SkSG_Scene_MakeSimpleRect|SkSG_Scene_nodeAt|SkSG_Scene_ref|SkSG_Scene_release|SkSG_Scene_render|SkSG_Scene_revalidate|SkSG_Scene_unref,false_positive,P0,Phase 10,coverage_polish,~Scene();,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGText.h,Text,Make,18,yes,missing,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<Text> Make(sk_sp<SkTypeface> tf, const SkString& text);",
modules/sksg,modules/sksg/include/SkSGText.h,Text,~Text,18,no,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,Phase 10,coverage_polish,~Text() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGText.h,Text,onDraw,18,no,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkPaint&) const override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onContains,18,no,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,bool onContains(const SkPoint&) const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onRevalidate,18,no,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;","Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onAsPath,18,no,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath() const override;,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGTransform.h,Transform,MakeConcat,12,yes,missing,SkColorSpace_gamutTransformTo|SkImageFilters_MatrixTransform|SkPath_makeTransform|SkSG_TransformEffect_Make|SkSG_TransformEffect_MakeWithMatrix,real_gap,P3,Phase 9 optional,tracked,"static sk_sp<Transform> MakeConcat(sk_sp<Transform> a, sk_sp<Transform> b);",
modules/sksg,modules/sksg/include/SkSGTransform.h,Transform,MakeInverse,12,yes,missing,SkColorSpace_gamutTransformTo|SkImageFilters_MatrixTransform|SkPath_makeTransform|SkSG_TransformEffect_Make|SkSG_TransformEffect_MakeWithMatrix,real_gap,P3,Phase 9 optional,tracked,static sk_sp<Transform> MakeInverse(sk_sp<Transform> t);,
modules/sksg,modules/sksg/include/SkSGTransform.h,TransformEffect,~TransformEffect,63,no,false_positive,SkSG_TransformEffect_Make|SkSG_TransformEffect_MakeWithMatrix,false_positive,P0,Phase 10,coverage_polish,~TransformEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGTransform.h,TransformEffect,getTransform,63,no,missing,SkSG_TransformEffect_Make|SkSG_TransformEffect_MakeWithMatrix,real_gap,P3,Phase 9 optional,tracked,const sk_sp<Transform>& getTransform() const { return fTransform; },
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakePrimitive,34,yes,covered,SkShaper_MakePrimitive,real_gap,P2,Phase 9 optional,tracked,static std::unique_ptr<SkShaper> MakePrimitive();,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeShaperDrivenWrapper,34,yes,covered,SkShaper_MakeShaperDrivenWrapper,real_gap,P2,Phase 9 optional,tracked,static std::unique_ptr<SkShaper> MakeShaperDrivenWrapper(sk_sp<SkFontMgr> = nullptr);,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeShapeThenWrap,34,yes,covered,SkShaper_MakeShapeThenWrap,real_gap,P2,Phase 9 optional,tracked,static std::unique_ptr<SkShaper> MakeShapeThenWrap(sk_sp<SkFontMgr> = nullptr);,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeShapeDontWrapOrReorder,34,yes,covered,SkShaper_MakeShapeDontWrapOrReorder,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<SkShaper> MakeShapeDontWrapOrReorder(std::unique_ptr<SkUnicode> unicode, sk_sp<SkFontMgr> = nullptr);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,PurgeHarfBuzzCache,34,yes,covered,SkShaper_PurgeHarfBuzzCache,real_gap,P2,Phase 9 optional,tracked,static void PurgeHarfBuzzCache();,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeCoreText,34,yes,covered,SkShaper_MakeCoreText,real_gap,P2,Phase 9 optional,tracked,static std::unique_ptr<SkShaper> MakeCoreText();,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,Make,34,yes,covered,SkShaper_Make,real_gap,P2,Phase 9 optional,tracked,static std::unique_ptr<SkShaper> Make(sk_sp<SkFontMgr> = nullptr);,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,PurgeCaches,34,yes,covered,SkShaper_PurgeCaches,real_gap,P2,Phase 9 optional,tracked,static void PurgeCaches();,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,SkShaper,34,no,covered,SkShaper_Make|SkShaper_MakeBiDiRunIterator|SkShaper_MakeCoreText|SkShaper_MakeFontMgrRunIterator|SkShaper_MakeFontMgrRunIteratorWithRequest|SkShaper_MakeHbIcuScriptRunIterator|SkShaper_MakeIcuBiDiRunIterator|SkShaper_MakePrimitive,real_gap,P2,Phase 9 optional,tracked,SkShaper();,
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,~SkShaper,34,no,false_positive,SkShaper_delete,false_positive,P0,Phase 10,coverage_polish,virtual ~SkShaper();,destructor/lifetime should be represented by wrapper release/delete API
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeFontMgrRunIterator,102,yes,covered,SkShaper_MakeFontMgrRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<FontRunIterator> MakeFontMgrRunIterator(const char* utf8, size_t utf8Bytes, const SkFont& font, sk_sp<SkFontMgr> fallback);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeFontMgrRunIterator,102,yes,covered,SkShaper_MakeFontMgrRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<SkShaper::FontRunIterator> MakeFontMgrRunIterator(const char* utf8, size_t utf8Bytes, const SkFont& font, sk_sp<SkFontMgr> fallback, const char* requestName, SkFontStyle requestStyle, const SkShaper::LanguageRunIterat",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeBiDiRunIterator,120,yes,covered,SkShaper_MakeBiDiRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<BiDiRunIterator> MakeBiDiRunIterator(const char* utf8, size_t utf8Bytes, uint8_t bidiLevel);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeSkUnicodeBidiRunIterator,120,yes,covered,SkShaper_MakeSkUnicodeBidiRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<BiDiRunIterator> MakeSkUnicodeBidiRunIterator(SkUnicode* unicode, const char* utf8, size_t utf8Bytes, uint8_t bidiLevel);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeIcuBiDiRunIterator,120,yes,covered,SkShaper_MakeIcuBiDiRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<BiDiRunIterator> MakeIcuBiDiRunIterator(const char* utf8, size_t utf8Bytes, uint8_t bidiLevel);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeScriptRunIterator,137,yes,covered,SkShaper_MakeScriptRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<ScriptRunIterator> MakeScriptRunIterator(const char* utf8, size_t utf8Bytes, SkFourByteTag script);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeSkUnicodeHbScriptRunIterator,137,yes,covered,SkShaper_MakeSkUnicodeHbScriptRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<ScriptRunIterator> MakeSkUnicodeHbScriptRunIterator(const char* utf8, size_t utf8Bytes);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeSkUnicodeHbScriptRunIterator,137,yes,covered,SkShaper_MakeSkUnicodeHbScriptRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<ScriptRunIterator> MakeSkUnicodeHbScriptRunIterator(const char* utf8, size_t utf8Bytes, SkFourByteTag script);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeHbIcuScriptRunIterator,137,yes,covered,SkShaper_MakeHbIcuScriptRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<ScriptRunIterator> MakeHbIcuScriptRunIterator(const char* utf8, size_t utf8Bytes);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,MakeStdLanguageRunIterator,157,yes,covered,SkShaper_MakeStdLanguageRunIterator,real_gap,P2,Phase 9 optional,tracked,"static std::unique_ptr<LanguageRunIterator> MakeStdLanguageRunIterator(const char* utf8, size_t utf8Bytes);",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,shape,218,no,covered,SkShaper_shape,real_gap,P2,Phase 9 optional,tracked,"virtual void shape(const char* utf8, size_t utf8Bytes, const SkFont& srcFont, bool leftToRight, SkScalar width, RunHandler*) const = 0;",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,shape,218,no,covered,SkShaper_shape,real_gap,P2,Phase 9 optional,tracked,"virtual void shape(const char* utf8, size_t utf8Bytes, FontRunIterator&, BiDiRunIterator&, ScriptRunIterator&, LanguageRunIterator&, SkScalar width, RunHandler*) const = 0;",
modules/skshaper,modules/skshaper/include/SkShaper.h,SkShaper,shape,218,no,covered,SkShaper_shape,real_gap,P2,Phase 9 optional,tracked,"virtual void shape(const char* utf8, size_t utf8Bytes, FontRunIterator&, BiDiRunIterator&, ScriptRunIterator&, LanguageRunIterator&, const Feature* features, size_t featuresSize, SkScalar width, RunHandler*) const = 0;",
modules/skunicode,modules/skunicode/include/SkUnicode.h,SkUnicode,extractBidi,113,yes,covered,SkUnicode_extractBidi,real_gap,P2,Phase 9 optional,tracked,"static bool extractBidi(const char utf8[], int utf8Units, TextDirection dir, std::vector<BidiRegion>* bidiRegions);",
modules/svg,modules/svg/include/SkSVGAttribute.h,SkSVGPresentationAttributes,MakeInitial,62,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static SkSVGPresentationAttributes MakeInitial();,
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,SkSVGAttributeParser,9,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,SkSVGAttributeParser(const char[]);,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parseInteger,9,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,bool parseInteger(SkSVGIntegerType*);,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parseViewBox,9,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,bool parseViewBox(SkSVGViewBoxType*);,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parsePreserveAspectRatio,9,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,bool parsePreserveAspectRatio(SkSVGPreserveAspectRatio*);,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parse,9,no,na,,na,P3,Phase 12 SVG/SkSG cleanup,tracked,bool parse(SkSVGIntegerType* v) { return parseInteger(v); },SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,Make,9,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGCircle> Make() { return sk_sp<SkSVGCircle>(new SkSVGCircle()); },
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,SVG_ATTR,9,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(Cx, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Cy, SkSVGLength, SkSVGLength(0)) SVG_ATTR(R , SkSVGLength, SkSVGLength(0)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,onDraw,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,onAsPath,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,onObjectBoundingBox,9,no,false_positive,,false_positive,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,Make,7,yes,missing,,real_gap,P3,Phase 9 optional,tracked,static sk_sp<SkSVGClipPath> Make() { return sk_sp<SkSVGClipPath>(new SkSVGClipPath()); },
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,SVG_ATTR,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,"SVG_ATTR(ClipPathUnits, SkSVGObjectBoundingBoxUnits, SkSVGObjectBoundingBoxUnits(SkSVGObjectBoundingBoxUnits::Type::kUserSpaceOnUse)) private: friend class SkSVGRenderContext;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,SkSVGClipPath,7,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,SkSVGClipPath();,value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,parseAndSetAttribute,7,no,split_covered,,real_gap,P0,Phase 12 SVG/SkSG cleanup,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
